ad;year;month;atfm_arrivals;total_delay;atc_delay;atc_other_delay;weather_delay;other_delay;last_entry;last_update
LPPT;2009;8;6605;3597;3597;0;0;0;8-31-2009;9-3-12 0:50
LROP;2009;8;3258;0;0;0;0;0;;
LSGG;2009;8;6588;1438;953;485;0;0;8-30-2009;9-3-12 0:50
LSZH;2009;8;11044;8206;2942;1078;4186;0;8-30-2009;9-3-12 0:50
LZIB;2009;8;1658;0;0;0;0;0;;
EBBR;2009;9;10158;18172;7638;1677;8857;0;9-30-2009;9-3-12 1:02
EDDB;2009;9;3046;0;0;0;0;0;;
EDDF;2009;9;20051;96180;4996;0;91184;0;9-30-2009;9-3-12 1:02
EDDH;2009;9;6774;1602;0;0;1602;0;9-21-2009;9-3-12 1:00
EDDK;2009;9;5956;1154;1154;0;0;0;9-28-2009;9-3-12 1:02
EDDL;2009;9;9802;17655;14849;403;2403;0;9-30-2009;9-3-12 1:02
EDDM;2009;9;17502;11476;1207;0;10269;0;9-29-2009;9-3-12 1:02
EDDN;2009;9;2764;0;0;0;0;0;;
EDDP;2009;9;2708;0;0;0;0;0;;
EDDS;2009;9;5853;1257;0;0;485;772;9-23-2009;9-3-12 1:00
EDDV;2009;9;3103;0;0;0;0;0;;
EETN;2009;9;1290;0;0;0;0;0;;
EFHK;2009;9;7824;482;482;0;0;0;9-19-2009;9-3-12 0:59
EGBB;2009;9;4669;0;0;0;0;0;;
EGCC;2009;9;8052;1677;0;1561;116;0;9-18-2009;9-3-12 0:59
EGGD;2009;9;2893;0;0;0;0;0;;
EGGW;2009;9;4507;0;0;0;0;0;;
EGKK;2009;9;12004;2286;0;0;1623;663;9-21-2009;9-3-12 1:00
EGLC;2009;9;3206;498;307;0;191;0;9-22-2009;9-3-12 1:00
EGLL;2009;9;19255;18542;3587;0;14654;301;9-26-2009;9-3-12 1:01
EGNT;2009;9;2530;0;0;0;0;0;;
EGPD;2009;9;2957;9;0;0;9;0;9-4-2009;9-3-12 0:53
EGPF;2009;9;3589;0;0;0;0;0;;
EGPH;2009;9;5107;0;0;0;0;0;;
EGSS;2009;9;7642;0;0;0;0;0;;
EHAM;2009;9;17540;6396;451;198;5747;0;9-27-2009;9-3-12 1:02
EIDW;2009;9;7421;486;486;0;0;0;9-6-2009;9-3-12 0:54
EKCH;2009;9;10508;1173;0;0;728;445;9-28-2009;9-3-12 1:02
ELLX;2009;9;2360;0;0;0;0;0;;
ENBR;2009;9;3989;0;0;0;0;0;;
ENGM;2009;9;9975;3531;1740;0;1791;0;9-11-2009;9-3-12 0:56
ENVA;2009;9;2324;0;0;0;0;0;;
ENZV;2009;9;3041;0;0;0;0;0;;
EPWA;2009;9;6157;479;446;0;0;33;9-24-2009;9-3-12 1:01
ESGG;2009;9;2749;51;51;0;0;0;9-28-2009;9-3-12 1:02
ESSA;2009;9;8847;123;0;0;123;0;9-14-2009;9-3-12 0:57
EVRA;2009;9;2540;0;0;0;0;0;;
EYVI;2009;9;973;0;0;0;0;0;;
GCLP;2009;9;3724;41;0;0;0;41;9-18-2009;9-3-12 0:59
GCTS;2009;9;1665;0;0;0;0;0;;
GCXO;2009;9;2416;0;0;0;0;0;;
LBSF;2009;9;1932;0;0;0;0;0;;
LCLK;2009;9;2354;431;431;0;0;0;9-28-2009;9-3-12 1:02
LDZA;2009;9;1764;0;0;0;0;0;;
LEAL;2009;9;3651;164;0;0;164;0;9-20-2009;9-3-12 0:59
LEBB;2009;9;2040;0;0;0;0;0;;
LEBL;2009;9;11906;5186;3462;787;937;0;9-21-2009;9-3-12 1:00
LEIB;2009;9;3064;388;388;0;0;0;9-26-2009;9-3-12 1:01
LEMD;2009;9;18488;27873;16403;0;11194;276;9-30-2009;9-3-12 1:02
LEMG;2009;9;4869;1804;1267;0;0;537;9-26-2009;9-3-12 1:01
LEPA;2009;9;9458;21477;6971;0;14506;0;9-30-2009;9-3-12 1:02
LEVC;2009;9;2989;0;0;0;0;0;;
LEZL;2009;9;1893;0;0;0;0;0;;
LFLL;2009;9;5495;2955;324;0;2631;0;9-29-2009;9-3-12 1:02
LFMN;2009;9;6082;858;0;815;0;43;9-29-2009;9-3-12 1:02
LFPG;2009;9;22151;8017;4268;0;3749;0;9-29-2009;9-3-12 1:02
LFPO;2009;9;9669;2121;744;0;1168;209;9-30-2009;9-3-12 1:02
LFSB;2009;9;2815;1261;1261;0;0;0;9-14-2009;9-3-12 0:57
LGAV;2009;9;9503;20098;20098;0;0;0;9-30-2009;9-3-12 1:02
LHBP;2009;9;5082;0;0;0;0;0;;
LICC;2009;9;2696;0;0;0;0;0;;
LIMC;2009;9;8319;0;0;0;0;0;;
LIME;2009;9;2862;0;0;0;0;0;;
LIML;2009;9;5362;0;0;0;0;0;;
LIPE;2009;9;3008;0;0;0;0;0;;
LIPZ;2009;9;3509;0;0;0;0;0;;
LIRF;2009;9;14175;8618;0;0;8618;0;9-30-2009;9-3-12 1:02
LIRN;2009;9;3016;110;0;0;0;110;9-2-2009;9-3-12 0:52
LJLJ;2009;9;1814;0;0;0;0;0;;
LKPR;2009;9;7221;2742;2586;156;0;0;9-21-2009;9-3-12 1:00
LMML;2009;9;1521;0;0;0;0;0;;
LOWW;2009;9;11298;17344;16891;0;453;0;9-30-2009;9-3-12 1:02
LPPR;2009;9;2292;2538;141;0;2315;82;9-18-2009;9-3-12 0:59
LPPT;2009;9;5801;1006;1006;0;0;0;9-15-2009;9-3-12 0:57
LROP;2009;9;3241;0;0;0;0;0;;
LSGG;2009;9;6658;3769;3615;154;0;0;9-29-2009;9-3-12 1:02
LSZH;2009;9;10930;12887;2162;437;10059;229;9-30-2009;9-3-12 1:02
LZIB;2009;9;1186;0;0;0;0;0;;
EBBR;2009;10;9752;16827;7948;0;7723;1156;10-30-2009;9-3-12 1:15
EDDB;2009;10;3115;0;0;0;0;0;;
EDDF;2009;10;20321;113769;13429;0;98383;1957;10-31-2009;9-3-12 1:15
EDDH;2009;10;6946;2859;1608;312;939;0;10-29-2009;9-3-12 1:14
EDDK;2009;10;5964;214;214;0;0;0;10-26-2009;9-3-12 1:14
EDDL;2009;10;9902;15380;6484;0;8896;0;10-29-2009;9-3-12 1:14
EDDM;2009;10;17602;23466;2965;0;20501;0;10-30-2009;9-3-12 1:15
EDDN;2009;10;2719;0;0;0;0;0;;
EDDP;2009;10;2750;0;0;0;0;0;;
EDDS;2009;10;5926;176;0;0;176;0;10-19-2009;9-3-12 1:11
EDDV;2009;10;3234;0;0;0;0;0;;
EETN;2009;10;1335;0;0;0;0;0;;
EFHK;2009;10;7792;918;918;0;0;0;10-22-2009;9-3-12 1:12
EGBB;2009;10;4376;0;0;0;0;0;;
EGCC;2009;10;7382;1123;0;20;1103;0;10-15-2009;9-3-12 1:10
EGGD;2009;10;2708;0;0;0;0;0;;
EGGW;2009;10;4449;0;0;0;0;0;;
EGKK;2009;10;11135;3344;1023;0;2321;0;10-30-2009;9-3-12 1:15
EGLC;2009;10;3173;4518;1573;0;2882;63;10-30-2009;9-3-12 1:15
EGLL;2009;10;19484;5593;1123;0;4433;37;10-29-2009;9-3-12 1:14
EGNT;2009;10;2449;0;0;0;0;0;;
EGPD;2009;10;3029;0;0;0;0;0;;
EGPF;2009;10;3758;0;0;0;0;0;;
EGPH;2009;10;4960;0;0;0;0;0;;
EGSS;2009;10;7333;480;0;0;480;0;10-21-2009;9-3-12 1:12
EHAM;2009;10;17615;16236;0;0;16236;0;10-30-2009;9-3-12 1:15
EIDW;2009;10;7157;196;196;0;0;0;10-24-2009;9-3-12 1:13
EKCH;2009;10;10576;1581;0;0;1146;435;10-4-2009;9-3-12 1:06
ELLX;2009;10;2428;118;0;0;118;0;10-29-2009;9-3-12 1:14
ENBR;2009;10;3971;0;0;0;0;0;;
ENGM;2009;10;9872;2495;1773;0;722;0;10-30-2009;9-3-12 1:15
ENVA;2009;10;2262;0;0;0;0;0;;
ENZV;2009;10;2994;0;0;0;0;0;;
EPWA;2009;10;5813;6746;3233;0;86;3427;10-29-2009;9-3-12 1:14
ESGG;2009;10;2614;0;0;0;0;0;;
ESSA;2009;10;8761;2548;0;0;2548;0;10-20-2009;9-3-12 1:12
EVRA;2009;10;2499;0;0;0;0;0;;
EYVI;2009;10;939;0;0;0;0;0;;
GCLP;2009;10;4177;0;0;0;0;0;;
GCTS;2009;10;2031;308;308;0;0;0;10-30-2009;9-3-12 1:15
GCXO;2009;10;2530;0;0;0;0;0;;
LBSF;2009;10;1875;0;0;0;0;0;;
LCLK;2009;10;2310;388;388;0;0;0;10-23-2009;9-3-12 1:13
LDZA;2009;10;1726;0;0;0;0;0;;
LEAL;2009;10;3567;0;0;0;0;0;;
LEBB;2009;10;1991;0;0;0;0;0;;
LEBL;2009;10;11744;1108;0;820;0;288;10-24-2009;9-3-12 1:13
LEIB;2009;10;1854;0;0;0;0;0;;
LEMD;2009;10;18622;13540;11446;0;861;1233;10-30-2009;9-3-12 1:15
LEMG;2009;10;4639;1387;490;0;897;0;10-31-2009;9-3-12 1:15
LEPA;2009;10;8330;5820;2174;0;3646;0;10-31-2009;9-3-12 1:15
LEVC;2009;10;2943;0;0;0;0;0;;
LEZL;2009;10;1928;0;0;0;0;0;;
LFLL;2009;10;5374;3489;385;0;3104;0;10-31-2009;9-3-12 1:15
LFMN;2009;10;5368;400;400;0;0;0;10-22-2009;9-3-12 1:12
LFPG;2009;10;22469;16731;2381;0;14350;0;10-31-2009;9-3-12 1:15
LFPO;2009;10;9164;3641;30;1023;2588;0;10-30-2009;9-3-12 1:15
LFSB;2009;10;2827;115;0;115;0;0;10-7-2009;9-3-12 1:07
LGAV;2009;10;8492;3231;3069;0;156;6;10-31-2009;9-3-12 1:15
LHBP;2009;10;4697;0;0;0;0;0;;
LICC;2009;10;2494;0;0;0;0;0;10-23-2009;9-3-12 1:13
LIMC;2009;10;7961;504;0;333;171;0;10-24-2009;9-3-12 1:13
LIME;2009;10;2722;5;0;5;0;0;10-23-2009;9-3-12 1:13
LIML;2009;10;5197;878;0;0;878;0;10-30-2009;9-3-12 1:15
LIPE;2009;10;2868;25;0;25;0;0;10-23-2009;9-3-12 1:13
LIPZ;2009;10;3329;2602;0;12;2590;0;10-23-2009;9-3-12 1:13
LIRF;2009;10;13809;6148;0;106;5528;514;10-23-2009;9-3-12 1:13
LIRN;2009;10;2845;252;0;252;0;0;10-23-2009;9-3-12 1:13
LJLJ;2009;10;1596;0;0;0;0;0;10-8-2009;9-3-12 1:08
LKPR;2009;10;6795;1993;294;0;1699;0;10-20-2009;9-3-12 1:12
LMML;2009;10;1375;0;0;0;0;0;;
LOWW;2009;10;11204;25442;17833;0;7609;0;10-31-2009;9-3-12 1:15
LPPR;2009;10;2195;702;0;0;702;0;10-27-2009;9-3-12 1:14
LPPT;2009;10;5684;2973;0;0;2973;0;10-31-2009;9-3-12 1:15
LROP;2009;10;3131;0;0;0;0;0;;
LSGG;2009;10;6627;2516;2394;104;0;18;10-30-2009;9-3-12 1:15
LSZH;2009;10;11076;9201;2801;59;6341;0;10-29-2009;9-3-12 1:14
LZIB;2009;10;1021;0;0;0;0;0;;
EBBR;2009;11;8590;11503;2260;0;9161;82;11-30-2009;9-3-12 1:24
EDDB;2009;11;2827;143;0;0;0;143;11-6-2009;9-3-12 1:18
EDDF;2009;11;19185;126699;10012;0;116687;0;11-30-2009;9-3-12 1:24
EDDH;2009;11;6410;4005;1228;0;2777;0;11-26-2009;9-3-12 1:23
EDDK;2009;11;5059;0;0;0;0;0;;
EDDL;2009;11;8874;11564;7373;0;4191;0;11-29-2009;9-3-12 1:24
EDDM;2009;11;15918;19218;2044;0;17174;0;11-30-2009;9-3-12 1:24
EDDN;2009;11;2670;0;0;0;0;0;;
EDDP;2009;11;2374;0;0;0;0;0;;
EDDS;2009;11;5053;0;0;0;0;0;;
EDDV;2009;11;2508;0;0;0;0;0;;
EETN;2009;11;1202;0;0;0;0;0;;
EFHK;2009;11;6846;2380;640;142;1598;0;11-25-2009;9-3-12 1:23
EGBB;2009;11;3504;0;0;0;0;0;;
EGCC;2009;11;5829;3476;0;0;3476;0;11-11-2009;9-3-12 1:19
EGGD;2009;11;2009;133;0;133;0;0;11-9-2009;9-3-12 1:19
EGGW;2009;11;3499;0;0;0;0;0;;
EGKK;2009;11;8777;2067;0;0;2067;0;11-11-2009;9-3-12 1:19
EGLC;2009;11;3068;4848;606;0;4209;33;11-30-2009;9-3-12 1:24
EGLL;2009;11;18793;85210;0;0;85210;0;11-30-2009;9-3-12 1:24
EGNT;2009;11;1843;0;0;0;0;0;;
EGPD;2009;11;2775;222;0;0;222;0;11-25-2009;9-3-12 1:23
EGPF;2009;11;2938;98;0;0;17;81;11-11-2009;9-3-12 1:19
EGPH;2009;11;4296;631;236;0;395;0;11-18-2009;9-3-12 1:21
EGSS;2009;11;5923;0;0;0;0;0;;
EHAM;2009;11;15343;12929;984;477;11468;0;11-26-2009;9-3-12 1:23
EIDW;2009;11;6174;33;0;0;33;0;11-9-2009;9-3-12 1:19
EKCH;2009;11;9790;8095;0;0;8095;0;11-18-2009;9-3-12 1:21
ELLX;2009;11;2225;0;0;0;0;0;;
ENBR;2009;11;3750;0;0;0;0;0;;
ENGM;2009;11;9268;2458;100;487;1871;0;11-30-2009;9-3-12 1:24
ENVA;2009;11;2195;0;0;0;0;0;;
ENZV;2009;11;2826;0;0;0;0;0;;
EPWA;2009;11;5303;0;0;0;0;0;;
ESGG;2009;11;2436;0;0;0;0;0;;
ESSA;2009;11;8305;1288;0;0;1272;16;11-29-2009;9-3-12 1:24
EVRA;2009;11;2258;0;0;0;0;0;;
EYVI;2009;11;862;0;0;0;0;0;;
GCLP;2009;11;4561;376;376;0;0;0;11-9-2009;9-3-12 1:19
GCTS;2009;11;2260;0;0;0;0;0;;
GCXO;2009;11;2492;0;0;0;0;0;;
LBSF;2009;11;1711;0;0;0;0;0;;
LCLK;2009;11;1607;0;0;0;0;0;;
LDZA;2009;11;1509;0;0;0;0;0;;
LEAL;2009;11;2511;0;0;0;0;0;;
LEBB;2009;11;1958;0;0;0;0;0;;
LEBL;2009;11;10682;5018;0;0;4999;19;11-28-2009;9-3-12 1:24
LEIB;2009;11;893;0;0;0;0;0;;
LEMD;2009;11;17709;11437;8289;0;3148;0;11-30-2009;9-3-12 1:24
LEMG;2009;11;3186;538;538;0;0;0;11-1-2009;9-3-12 1:15
LEPA;2009;11;4474;1230;69;0;1161;0;11-15-2009;9-3-12 1:20
LEVC;2009;11;2600;0;0;0;0;0;;
LEZL;2009;11;1782;0;0;0;0;0;;
LFLL;2009;11;4783;785;231;0;554;0;11-27-2009;9-3-12 1:23
LFMN;2009;11;4156;1370;0;0;1370;0;11-29-2009;9-3-12 1:24
LFPG;2009;11;20314;17934;1947;0;15987;0;11-30-2009;9-3-12 1:24
LFPO;2009;11;8851;12772;924;9379;2469;0;11-30-2009;9-3-12 1:24
LFSB;2009;11;2455;0;0;0;0;0;;
LGAV;2009;11;7526;3432;3332;0;0;100;11-29-2009;9-3-12 1:24
LHBP;2009;11;3997;811;0;63;748;0;11-20-2009;9-3-12 1:21
LICC;2009;11;1969;0;0;0;0;0;;
LIMC;2009;11;7390;374;0;0;374;0;11-25-2009;9-3-12 1:23
LIME;2009;11;2568;243;0;0;243;0;11-25-2009;9-3-12 1:23
LIML;2009;11;5015;2221;0;0;2221;0;11-26-2009;9-3-12 1:23
LIPE;2009;11;2618;71;0;0;71;0;11-29-2009;9-3-12 1:24
LIPZ;2009;11;2694;0;0;0;0;0;;
LIRF;2009;11;12691;3058;0;0;3058;0;11-9-2009;9-3-12 1:19
LIRN;2009;11;2242;255;0;255;0;0;11-11-2009;9-3-12 1:19
LJLJ;2009;11;1399;0;0;0;0;0;;
LKPR;2009;11;5874;6259;0;0;2873;3386;11-22-2009;9-3-12 1:22
LMML;2009;11;934;0;0;0;0;0;;
LOWW;2009;11;10711;50643;18373;759;19157;12354;11-30-2009;9-3-12 1:24
LPPR;2009;11;2057;690;0;0;529;161;11-10-2009;9-3-12 1:19
LPPT;2009;11;5226;528;0;0;528;0;11-28-2009;9-3-12 1:24
LROP;2009;11;2940;0;0;0;0;0;;
LSGG;2009;11;5955;8090;3855;0;4101;134;11-27-2009;9-3-12 1:23
LSZH;2009;11;10118;18777;2823;300;15654;0;11-30-2009;9-3-12 1:24
LZIB;2009;11;915;0;0;0;0;0;;
EBBR;2009;12;7848;26775;3197;3522;19382;674;12-24-2009;9-3-12 1:31
EDDB;2009;12;2662;0;0;0;0;0;;
EDDF;2009;12;17982;95239;8343;0;76392;10504;12-24-2009;9-3-12 1:31
EDDH;2009;12;5648;4918;1564;0;3354;0;12-29-2009;9-3-12 1:32
EDDK;2009;12;4749;2325;0;106;2219;0;12-20-2009;9-3-12 1:30
EDDL;2009;12;7607;7781;4371;0;3240;170;12-23-2009;9-3-12 1:31
EDDM;2009;12;14338;11032;1410;0;9622;0;12-29-2009;9-3-12 1:32
EDDN;2009;12;2340;0;0;0;0;0;;
EDDP;2009;12;2370;0;0;0;0;0;;
EDDS;2009;12;4448;223;223;0;0;0;12-16-2009;9-3-12 1:29
EDDV;2009;12;2158;0;0;0;0;0;;
EETN;2009;12;1134;0;0;0;0;0;;
EFHK;2009;12;6485;1183;382;0;801;0;12-30-2009;9-3-12 1:32
EGBB;2009;12;3393;108;0;0;108;0;12-29-2009;9-3-12 1:32
EGCC;2009;12;5519;10790;0;0;10790;0;12-28-2009;9-3-12 1:32
EGGD;2009;12;2084;0;0;0;0;0;;
EGGW;2009;12;3329;5817;0;0;5598;219;12-21-2009;9-3-12 1:31
EGKK;2009;12;8994;16584;2060;0;14524;0;12-30-2009;9-3-12 1:32
EGLC;2009;12;2668;10422;689;0;9733;0;12-30-2009;9-3-12 1:32
EGLL;2009;12;18731;55939;4396;0;51543;0;12-30-2009;9-3-12 1:32
EGNT;2009;12;1690;0;0;0;0;0;;
EGPD;2009;12;2545;334;0;0;334;0;12-22-2009;9-3-12 1:31
EGPF;2009;12;2714;87;0;0;87;0;12-22-2009;9-3-12 1:31
EGPH;2009;12;3863;1170;0;0;1170;0;12-23-2009;9-3-12 1:31
EGSS;2009;12;5974;8264;0;0;7571;693;12-21-2009;9-3-12 1:31
EHAM;2009;12;14528;33258;567;0;32691;0;12-25-2009;9-3-12 1:31
EIDW;2009;12;6163;0;0;0;0;0;;
EKCH;2009;12;8603;5012;0;0;4042;970;12-22-2009;9-3-12 1:31
ELLX;2009;12;2029;0;0;0;0;0;;
ENBR;2009;12;3300;0;0;0;0;0;;
ENGM;2009;12;7876;8967;329;847;3438;4353;12-14-2009;9-3-12 1:28
ENVA;2009;12;1834;0;0;0;0;0;;
ENZV;2009;12;2412;121;0;0;121;0;12-11-2009;9-3-12 1:28
EPWA;2009;12;5123;9172;2671;671;302;5528;12-31-2009;9-3-12 1:33
ESGG;2009;12;2096;446;0;446;0;0;12-7-2009;9-3-12 1:27
ESSA;2009;12;6931;3699;0;0;3699;0;12-20-2009;9-3-12 1:30
EVRA;2009;12;2250;0;0;0;0;0;;
EYVI;2009;12;835;0;0;0;0;0;;
GCLP;2009;12;4627;2514;1395;0;1035;84;12-28-2009;9-3-12 1:32
GCTS;2009;12;2296;62;62;0;0;0;12-24-2009;9-3-12 1:31
GCXO;2009;12;2448;0;0;0;0;0;12-28-2009;9-3-12 1:32
LBSF;2009;12;1823;0;0;0;0;0;;
LCLK;2009;12;1545;0;0;0;0;0;;
LDZA;2009;12;1441;0;0;0;0;0;40166;41155.06282
LEAL;2009;12;2322;320;0;320;0;0;12-5-2009;9-3-12 1:26
LEBB;2009;12;1825;0;0;0;0;0;;
LEBL;2009;12;10188;790;790;0;0;0;12-27-2009;9-3-12 1:32
LEIB;2009;12;879;0;0;0;0;0;;
LEMD;2009;12;17321;45055;11359;0;33696;0;12-30-2009;9-3-12 1:32
LEMG;2009;12;3155;581;581;0;0;0;12-27-2009;9-3-12 1:32
LEPA;2009;12;4221;0;0;0;0;0;;
LEVC;2009;12;2431;0;0;0;0;0;;
LEZL;2009;12;1778;0;0;0;0;0;;
LFLL;2009;12;4610;3529;0;0;3529;0;12-19-2009;9-3-12 1:30
LFMN;2009;12;4042;189;0;0;169;20;12-30-2009;9-3-12 1:32
LFPG;2009;12;19855;70461;3647;0;66814;0;12-31-2009;9-3-12 1:33
LFPO;2009;12;8669;16041;364;0;15677;0;12-29-2009;9-3-12 1:32
LFSB;2009;12;2240;0;0;0;0;0;12-28-2009;9-3-12 1:32
LGAV;2009;12;7938;810;640;0;0;170;12-24-2009;9-3-12 1:31
LHBP;2009;12;3812;0;0;0;0;0;;
LICC;2009;12;2004;165;0;0;0;165;12-14-2009;9-3-12 1:28
LIMC;2009;12;6985;12183;0;0;7467;4716;12-23-2009;9-3-12 1:31
LIME;2009;12;2515;852;0;0;852;0;12-22-2009;9-3-12 1:31
LIML;2009;12;4272;5060;0;0;4701;359;12-23-2009;9-3-12 1:31
LIPE;2009;12;2406;292;0;0;292;0;12-22-2009;9-3-12 1:31
LIPZ;2009;12;2608;551;0;0;551;0;12-23-2009;9-3-12 1:31
LIRF;2009;12;12276;1087;0;0;1087;0;12-19-2009;9-3-12 1:30
LIRN;2009;12;2124;151;0;0;0;151;12-9-2009;9-3-12 1:27
LJLJ;2009;12;1243;0;0;0;0;0;;
LKPR;2009;12;5831;555;0;0;555;0;12-30-2009;9-3-12 1:32
LMML;2009;12;924;0;0;0;0;0;;
LOWW;2009;12;10090;20973;15879;0;5094;0;12-31-2009;9-3-12 1:33
LPPR;2009;12;2190;0;0;0;0;0;;
LPPT;2009;12;5429;1202;0;0;1202;0;12-21-2009;9-3-12 1:30
LROP;2009;12;2750;0;0;0;0;0;;
LSGG;2009;12;6458;15553;12912;0;2641;0;12-28-2009;9-3-12 1:32
LSZH;2009;12;9879;10421;3546;71;6804;0;12-25-2009;9-3-12 1:31
LZIB;2009;12;860;0;0;0;0;0;;
EBBR;2010;1;8110;26552;2077;501;23974;0;1-30-2010;9-1-12 17:38
EDDB;2010;1;2622;0;0;0;0;0;;
EDDF;2010;1;17635;146208;10097;0;136111;0;1-31-2010;9-1-12 17:38
EDDH;2010;1;5436;9877;963;0;8914;0;1-30-2010;9-1-12 17:38
EDDK;2010;1;4578;305;0;0;305;0;1-30-2010;9-1-12 17:38
EDDL;2010;1;7524;9739;3041;0;6698;0;1-31-2010;9-1-12 17:38
EDDM;2010;1;13611;24288;568;0;23720;0;1-31-2010;9-1-12 17:38
EDDN;2010;1;2243;0;0;0;0;0;;
EDDP;2010;1;2215;308;0;0;308;0;1-19-2010;9-1-12 17:38
EDDS;2010;1;4241;1505;0;0;716;789;1-25-2010;9-1-12 17:38
EDDV;2010;1;2112;0;0;0;0;0;;
EETN;2010;1;1145;0;0;0;0;0;;
EFHK;2010;1;6593;1707;507;0;1200;0;1-29-2010;9-1-12 17:38
EGBB;2010;1;3391;1035;0;0;1035;0;1-13-2010;9-1-12 17:38
EGCC;2010;1;5296;13036;0;0;13036;0;1-31-2010;9-1-12 17:38
EGGD;2010;1;2102;0;0;0;0;0;;
EGGW;2010;1;3348;1120;0;0;1120;0;1-15-2010;9-1-12 17:38
EGKK;2010;1;8532;38905;10949;0;27956;0;1-27-2010;9-1-12 17:38
EGLC;2010;1;2607;11409;1499;0;9910;0;1-25-2010;9-1-12 17:38
EGLL;2010;1;18343;51781;0;0;49871;1910;1-31-2010;9-1-12 17:38
EGNT;2010;1;1753;0;0;0;0;0;;
EGPD;2010;1;2376;1064;0;0;1064;0;1-29-2010;9-1-12 17:38
EGPF;2010;1;2582;0;0;0;0;0;;
EGPH;2010;1;3814;0;0;0;0;0;1-8-2010;9-1-12 17:38
EGSS;2010;1;6076;1149;0;0;1149;0;1-15-2010;9-1-12 17:38
EHAM;2010;1;14583;23015;2131;0;20884;0;1-30-2010;9-1-12 17:38
EIDW;2010;1;6014;4710;59;0;4651;0;1-24-2010;9-1-12 17:38
EKCH;2010;1;9141;8057;0;0;8057;0;1-31-2010;9-1-12 17:38
ELLX;2010;1;1922;0;0;0;0;0;;
ENBR;2010;1;3530;0;0;0;0;0;;
ENGM;2010;1;8235;382;0;0;382;0;1-14-2010;9-1-12 17:38
ENVA;2010;1;1944;0;0;0;0;0;;
ENZV;2010;1;2557;0;0;0;0;0;;
EPWA;2010;1;5159;3113;1665;0;360;1088;1-25-2010;9-1-12 17:38
ESGG;2010;1;2073;0;0;0;0;0;;
ESSA;2010;1;6801;2581;0;0;2581;0;1-28-2010;9-1-12 17:38
EVRA;2010;1;2249;0;0;0;0;0;;
EYVI;2010;1;937;0;0;0;0;0;;
GCLP;2010;1;4549;154;154;0;0;0;1-30-2010;9-1-12 17:38
GCTS;2010;1;2386;198;198;0;0;0;1-1-2010;9-1-12 17:38
GCXO;2010;1;2354;120;0;0;120;0;1-14-2010;9-1-12 17:38
LBSF;2010;1;1863;0;0;0;0;0;;
LCLK;2010;1;1479;0;0;0;0;0;;
LDZA;2010;1;1425;0;0;0;0;0;;
LEAL;2010;1;2182;0;0;0;0;0;;
LEBB;2010;1;1716;0;0;0;0;0;;
LEBL;2010;1;9536;0;0;0;0;0;;
LEIB;2010;1;825;0;0;0;0;0;;
LEMD;2010;1;16855;58521;24116;0;34405;0;1-28-2010;9-1-12 17:38
LEMG;2010;1;3021;362;334;0;28;0;1-19-2010;9-1-12 17:38
LEPA;2010;1;4065;144;118;0;26;0;1-29-2010;9-1-12 17:38
LEVC;2010;1;2232;0;0;0;0;0;;
LEZL;2010;1;1656;0;0;0;0;0;;
LFLL;2010;1;4360;8228;1419;967;5842;0;1-29-2010;9-1-12 17:38
LFMN;2010;1;3863;26;0;0;26;0;1-9-2010;9-1-12 17:38
LFPG;2010;1;19600;32008;3008;0;28830;170;1-30-2010;9-1-12 17:38
LFPO;2010;1;8279;28375;0;9819;18062;494;1-29-2010;9-1-12 17:38
LFSB;2010;1;2234;863;0;725;138;0;1-21-2010;9-1-12 17:38
LGAV;2010;1;7700;769;769;0;0;0;1-29-2010;9-1-12 17:38
LHBP;2010;1;3734;413;0;0;413;0;1-30-2010;9-1-12 17:38
LICC;2010;1;1976;0;0;0;0;0;;
LIMC;2010;1;7297;5831;0;0;4844;987;1-27-2010;9-1-12 17:38
LIME;2010;1;2636;560;0;0;560;0;1-21-2010;9-1-12 17:38
LIML;2010;1;4506;6404;0;0;6404;0;1-29-2010;9-1-12 17:38
LIPE;2010;1;2428;911;0;0;911;0;1-31-2010;9-1-12 17:38
LIPZ;2010;1;2531;286;0;0;286;0;1-19-2010;9-1-12 17:38
LIRF;2010;1;12430;1095;0;0;1095;0;1-1-2010;9-1-12 17:38
LIRN;2010;1;2123;0;0;0;0;0;;
LJLJ;2010;1;1247;0;0;0;0;0;;
LKPR;2010;1;5582;1741;0;0;1741;0;1-26-2010;9-1-12 17:38
LMML;2010;1;910;0;0;0;0;0;;
LOWW;2010;1;9802;24099;11166;0;12933;0;1-31-2010;9-1-12 17:38
LPPR;2010;1;2158;22;0;0;22;0;1-16-2010;9-1-12 17:38
LPPT;2010;1;5371;434;0;0;434;0;1-22-2010;9-1-12 17:38
LROP;2010;1;2817;0;0;0;0;0;;
LSGG;2010;1;7127;43044;14253;0;28791;0;1-31-2010;9-1-12 17:38
LSZH;2010;1;10101;14844;1844;828;12172;0;1-31-2010;9-1-12 17:38
LZIB;2010;1;856;0;0;0;0;0;;
EBBR;2010;2;7955;20358;4962;0;15396;0;2-28-2010;9-1-12 17:38
EDDB;2010;2;2547;62;0;0;62;0;2-2-2010;9-1-12 17:38
EDDF;2010;2;16679;172488;16759;0;155729;0;2-28-2010;9-1-12 17:38
EDDH;2010;2;5503;17675;4851;0;12824;0;2-26-2010;9-1-12 17:38
